age,job,salary,marital,education,targeted,balance,housing,contact,default
32,self-employed,60000,married,tertiary,yes,189,yes,unknown,no
36,management,100000,single,tertiary,no,624,yes,unknown,no
59,housemaid,16000,divorced,primary,yes,3180,no,unknown,no
30,admin.,50000,single,secondary,yes,223,yes,unknown,no
40,blue-collar,20000,single,primary,yes,1055,no,unknown,no
60,self-employed,60000,married,secondary,yes,0,no,unknown,no
37,self-employed,60000,married,secondary,yes,160,no,unknown,no
36,self-employed,60000,single,tertiary,no,2000,no,unknown,no
46,blue-collar,20000,married,secondary,yes,425,yes,unknown,no
52,self-employed,60000,married,secondary,yes,9,no,unknown,no
38,management,100000,single,tertiary,no,619,yes,unknown,no
28,technician,60000,single,secondary,yes,-1042,yes,unknown,yes
57,blue-collar,20000,married,primary,yes,679,yes,unknown,no
40,management,100000,married,tertiary,yes,406,no,unknown,no
40,admin.,50000,married,secondary,yes,334,yes,unknown,no
38,admin.,50000,married,secondary,yes,215,yes,unknown,no
59,admin.,50000,married,secondary,yes,1001,no,unknown,no
48,unemployed,8000,married,primary,yes,5462,no,unknown,no
37,blue-collar,20000,married,secondary,yes,685,yes,unknown,no
36,entrepreneur,120000,divorced,tertiary,no,914,no,unknown,no
56,technician,60000,married,secondary,yes,359,yes,unknown,no
27,management,100000,single,unknown,no,1029,yes,unknown,no
54,self-employed,60000,divorced,primary,yes,351,yes,unknown,no
41,admin.,50000,single,secondary,yes,84,yes,unknown,no
53,blue-collar,20000,married,secondary,yes,0,no,unknown,no
35,unknown,0,married,unknown,no,0,no,unknown,no
26,admin.,50000,married,secondary,yes,1417,yes,unknown,no
39,blue-collar,20000,married,secondary,yes,123,yes,unknown,no
50,services,70000,single,secondary,yes,1205,yes,unknown,no
49,management,100000,single,tertiary,no,53,no,unknown,no
48,management,100000,married,secondary,yes,11146,no,unknown,no
42,management,100000,married,tertiary,yes,202,no,unknown,no
46,self-employed,60000,single,secondary,yes,2899,no,unknown,no
48,entrepreneur,120000,married,tertiary,yes,810,no,unknown,no
36,technician,60000,married,secondary,yes,22,no,unknown,no
59,self-employed,60000,married,tertiary,yes,10360,no,unknown,no
48,services,70000,married,secondary,yes,328,no,unknown,no
52,blue-collar,20000,married,primary,yes,4793,yes,unknown,no
56,unemployed,8000,divorced,secondary,yes,763,no,unknown,no
47,blue-collar,20000,married,primary,yes,673,yes,unknown,no
52,self-employed,60000,married,tertiary,yes,1088,yes,unknown,no
53,entrepreneur,120000,married,unknown,no,19850,no,unknown,no
50,technician,60000,married,secondary,yes,8001,no,unknown,no
51,self-employed,60000,married,primary,yes,8313,no,unknown,no
37,technician,60000,single,tertiary,no,1309,no,unknown,no
41,blue-collar,20000,married,primary,yes,1461,yes,unknown,no
59,retired,55000,married,primary,yes,-488,no,unknown,yes
55,services,70000,divorced,primary,yes,653,no,unknown,no
35,blue-collar,20000,single,unknown,no,871,yes,unknown,no
56,housemaid,16000,divorced,tertiary,no,1059,no,unknown,no
36,services,70000,divorced,secondary,yes,1594,no,unknown,no
43,self-employed,60000,married,tertiary,yes,64,no,unknown,no
48,management,100000,married,tertiary,yes,0,yes,unknown,no
34,housemaid,16000,married,tertiary,yes,1265,yes,unknown,no
44,self-employed,60000,single,tertiary,no,97,yes,unknown,no
39,services,70000,married,secondary,yes,207,no,unknown,no
43,admin.,50000,married,primary,yes,482,yes,unknown,no
53,housemaid,16000,single,tertiary,no,3275,no,unknown,no
36,blue-collar,20000,married,secondary,yes,70,yes,unknown,no
36,services,70000,single,primary,yes,38,no,unknown,no
41,management,100000,single,tertiary,no,195,no,unknown,no
37,services,70000,divorced,secondary,yes,319,yes,unknown,no
32,services,70000,divorced,secondary,yes,5267,yes,unknown,no
56,retired,55000,divorced,tertiary,no,2774,no,unknown,no
44,blue-collar,20000,single,secondary,yes,259,yes,unknown,no
25,admin.,50000,single,secondary,yes,0,yes,unknown,no
30,management,100000,single,tertiary,no,1636,no,unknown,no
32,services,70000,married,secondary,yes,4789,yes,unknown,no
53,technician,60000,married,secondary,yes,480,no,unknown,no
29,technician,60000,married,tertiary,yes,-246,yes,unknown,no
49,housemaid,16000,divorced,secondary,yes,630,no,unknown,no
37,entrepreneur,120000,married,tertiary,yes,342,yes,unknown,no
41,housemaid,16000,single,primary,yes,21,no,unknown,no
37,blue-collar,20000,divorced,secondary,yes,33,yes,unknown,no
41,admin.,50000,divorced,secondary,yes,762,yes,unknown,no
46,technician,60000,married,secondary,yes,0,no,unknown,no
35,services,70000,single,secondary,yes,-2,no,unknown,no
40,services,70000,single,secondary,yes,2936,no,unknown,no
36,housemaid,16000,single,tertiary,no,561,no,unknown,no
39,housemaid,16000,single,secondary,yes,2022,no,unknown,no
55,housemaid,16000,married,primary,yes,1870,no,unknown,no
49,housemaid,16000,divorced,unknown,no,2754,no,unknown,no
54,management,100000,married,unknown,no,1960,no,unknown,no
45,self-employed,60000,married,tertiary,yes,510,no,unknown,no
29,blue-collar,20000,single,primary,yes,213,yes,unknown,no
58,blue-collar,20000,married,secondary,yes,4053,no,unknown,no
35,management,100000,married,tertiary,yes,482,no,unknown,no
50,blue-collar,20000,married,secondary,yes,464,no,unknown,no
47,admin.,50000,married,secondary,yes,1383,yes,unknown,no
38,blue-collar,20000,married,secondary,yes,3598,no,unknown,no
39,technician,60000,single,secondary,yes,201,no,unknown,no
45,housemaid,16000,single,secondary,yes,5287,no,unknown,no
40,blue-collar,20000,married,primary,yes,343,no,unknown,no
37,blue-collar,20000,married,secondary,yes,1,no,unknown,no
52,retired,55000,married,secondary,yes,1956,no,unknown,no
40,management,100000,married,primary,yes,733,yes,unknown,no
28,blue-collar,20000,single,secondary,yes,3430,yes,unknown,no
56,unemployed,8000,divorced,tertiary,no,832,no,unknown,no
46,retired,55000,single,primary,yes,1190,no,unknown,no
51,technician,60000,married,secondary,yes,176,no,unknown,no
39,self-employed,60000,married,secondary,yes,-571,no,unknown,yes
45,services,70000,married,secondary,yes,191,no,unknown,no
33,entrepreneur,120000,single,tertiary,no,327,yes,unknown,no
45,blue-collar,20000,divorced,secondary,yes,0,no,unknown,no
58,housemaid,16000,married,primary,yes,935,yes,unknown,no
58,entrepreneur,120000,married,primary,yes,52499,no,unknown,no
43,blue-collar,20000,divorced,primary,yes,1260,no,unknown,no
60,housemaid,16000,married,unknown,no,10285,no,unknown,no
57,entrepreneur,120000,married,tertiary,yes,958,no,unknown,no
37,management,100000,married,tertiary,yes,1698,yes,unknown,no
38,self-employed,60000,divorced,secondary,yes,0,no,unknown,no
28,blue-collar,20000,single,tertiary,no,727,yes,unknown,no
44,technician,60000,divorced,tertiary,no,9192,yes,unknown,no
46,admin.,50000,married,primary,yes,595,yes,unknown,no
31,management,100000,single,tertiary,no,2296,yes,unknown,no
45,self-employed,60000,married,secondary,yes,-30,yes,unknown,no
50,technician,60000,married,secondary,yes,3503,yes,unknown,no
38,housemaid,16000,married,primary,yes,3577,no,unknown,no
49,blue-collar,20000,married,primary,yes,0,yes,unknown,no
30,blue-collar,20000,married,secondary,yes,3653,yes,unknown,no
30,student,4000,single,unknown,no,1232,yes,unknown,no
51,management,100000,married,tertiary,yes,21574,no,unknown,no
41,management,100000,married,tertiary,yes,850,no,unknown,no
52,retired,55000,married,unknown,no,3303,no,unknown,no
59,retired,55000,married,secondary,yes,444,yes,unknown,no
38,services,70000,divorced,secondary,yes,792,no,unknown,no
52,services,70000,married,secondary,yes,1386,no,unknown,no
37,self-employed,60000,single,tertiary,no,1549,no,unknown,no
49,blue-collar,20000,married,primary,yes,4830,yes,unknown,no
48,management,100000,married,primary,yes,2803,yes,unknown,no
35,blue-collar,20000,married,secondary,yes,594,yes,unknown,no
59,retired,55000,divorced,primary,yes,40,no,unknown,no
54,housemaid,16000,married,secondary,yes,378,no,unknown,no
53,management,100000,married,unknown,no,12001,no,unknown,no
54,housemaid,16000,single,unknown,no,6020,no,unknown,no
30,blue-collar,20000,single,secondary,yes,23,yes,unknown,no
53,technician,60000,married,primary,yes,44,no,unknown,no
57,entrepreneur,120000,married,tertiary,yes,1114,no,unknown,no
51,housemaid,16000,married,primary,yes,1275,no,unknown,no
49,entrepreneur,120000,divorced,secondary,yes,2908,no,unknown,no
49,technician,60000,single,secondary,yes,-97,yes,unknown,no
53,retired,55000,married,secondary,yes,1300,no,unknown,no
45,technician,60000,married,tertiary,yes,43,yes,unknown,no
37,blue-collar,20000,married,secondary,yes,5334,no,unknown,no
37,self-employed,60000,divorced,tertiary,no,160,yes,unknown,no
35,blue-collar,20000,single,secondary,yes,11671,no,unknown,no
41,management,100000,married,tertiary,yes,251,no,unknown,no
35,management,100000,single,tertiary,no,68,no,unknown,no
54,blue-collar,20000,divorced,secondary,yes,218,no,unknown,no
40,student,4000,single,secondary,yes,5349,no,unknown,no
47,admin.,50000,divorced,secondary,yes,295,yes,unknown,no
40,admin.,50000,married,secondary,yes,2199,no,unknown,no
57,retired,55000,married,secondary,yes,3783,yes,unknown,no
37,blue-collar,20000,married,secondary,yes,287,yes,unknown,no
57,housemaid,16000,married,primary,yes,7082,no,unknown,no
29,blue-collar,20000,married,secondary,yes,87,yes,unknown,no
35,blue-collar,20000,divorced,primary,yes,-5,no,unknown,no
39,technician,60000,married,secondary,yes,3050,yes,unknown,no
55,entrepreneur,120000,divorced,tertiary,no,0,no,unknown,no
49,admin.,50000,married,secondary,yes,1632,no,unknown,no
23,technician,60000,single,secondary,yes,150,yes,unknown,yes
41,blue-collar,20000,married,primary,yes,-204,yes,unknown,no
58,retired,55000,married,secondary,yes,2836,no,unknown,no
53,management,100000,married,tertiary,yes,7067,no,unknown,no
35,admin.,50000,married,secondary,yes,640,no,unknown,no
36,management,100000,married,tertiary,yes,254,no,unknown,no
46,unknown,0,married,unknown,no,2367,no,unknown,no
36,self-employed,60000,married,tertiary,yes,16430,yes,unknown,no
32,entrepreneur,120000,married,secondary,yes,1328,yes,unknown,no
40,housemaid,16000,divorced,primary,yes,1,no,unknown,no
52,technician,60000,married,secondary,yes,-38,no,unknown,no
48,services,70000,divorced,primary,yes,927,no,unknown,no
53,housemaid,16000,married,primary,yes,5098,yes,unknown,no
36,services,70000,married,secondary,yes,8114,yes,unknown,no
47,unknown,0,married,unknown,no,0,no,unknown,no
37,blue-collar,20000,married,secondary,yes,-288,yes,unknown,no
45,admin.,50000,divorced,secondary,yes,246,no,unknown,no
47,management,100000,divorced,tertiary,no,313,yes,unknown,no
45,services,70000,married,secondary,yes,162,no,unknown,no
33,blue-collar,20000,married,secondary,yes,2645,yes,unknown,no
50,blue-collar,20000,married,secondary,yes,289,no,unknown,no
40,retired,55000,married,secondary,yes,263,no,unknown,no
58,management,100000,single,unknown,no,1873,no,unknown,no
57,technician,60000,divorced,secondary,yes,204,no,unknown,no
38,blue-collar,20000,single,secondary,yes,-56,yes,unknown,no
48,admin.,50000,divorced,secondary,yes,2662,no,unknown,no
37,self-employed,60000,divorced,secondary,yes,231,no,unknown,no
43,management,100000,divorced,secondary,yes,311,no,unknown,no
37,self-employed,60000,married,tertiary,yes,0,no,unknown,no
36,blue-collar,20000,married,primary,yes,0,no,unknown,no
60,management,100000,married,secondary,yes,130,no,unknown,no
39,services,70000,single,secondary,yes,158,yes,unknown,no
25,technician,60000,single,secondary,yes,2704,yes,unknown,no
53,retired,55000,divorced,secondary,yes,-200,no,unknown,yes
45,blue-collar,20000,married,secondary,yes,22928,no,unknown,no
52,management,100000,divorced,tertiary,no,590,no,unknown,no
37,blue-collar,20000,married,primary,yes,7,no,unknown,no
60,retired,55000,married,secondary,yes,2586,no,unknown,no
52,housemaid,16000,single,tertiary,no,0,no,unknown,no
48,blue-collar,20000,single,primary,yes,10442,no,unknown,no
44,technician,60000,divorced,secondary,yes,414,yes,unknown,no
36,admin.,50000,married,secondary,yes,231,yes,unknown,no
39,blue-collar,20000,married,primary,yes,1005,no,unknown,no
58,retired,55000,married,secondary,yes,610,yes,unknown,no
46,housemaid,16000,married,primary,yes,1676,no,unknown,no
45,admin.,50000,divorced,primary,yes,1807,yes,unknown,no
60,technician,60000,married,secondary,yes,0,yes,unknown,no
49,services,70000,married,secondary,yes,-33,yes,unknown,no
60,retired,55000,married,secondary,yes,1420,yes,unknown,no
57,unknown,0,married,secondary,yes,2,no,unknown,no
45,technician,60000,married,secondary,yes,4639,no,unknown,no
44,blue-collar,20000,married,unknown,no,391,no,unknown,no
28,admin.,50000,single,secondary,yes,596,yes,unknown,no
49,management,100000,single,tertiary,no,1,yes,unknown,no
50,unknown,0,married,primary,yes,1502,no,unknown,no
33,management,100000,married,tertiary,yes,806,yes,unknown,no
28,blue-collar,20000,married,secondary,yes,2788,yes,unknown,no
27,technician,60000,single,tertiary,no,1526,yes,unknown,no
56,unemployed,8000,married,secondary,yes,660,yes,unknown,no
37,services,70000,married,secondary,yes,1372,yes,unknown,no
35,blue-collar,20000,single,primary,yes,3339,yes,unknown,no
49,admin.,50000,single,secondary,yes,4509,no,unknown,no
38,blue-collar,20000,married,secondary,yes,1434,no,unknown,no
39,technician,60000,married,secondary,yes,328,no,unknown,no
51,blue-collar,20000,married,secondary,yes,502,no,unknown,no
46,entrepreneur,120000,single,tertiary,no,77,yes,unknown,no
60,blue-collar,20000,divorced,primary,yes,92,yes,unknown,no
39,blue-collar,20000,married,secondary,yes,497,no,unknown,no
44,services,70000,married,secondary,yes,-63,no,unknown,no
32,blue-collar,20000,single,primary,yes,5418,yes,unknown,no
36,blue-collar,20000,married,primary,yes,0,yes,unknown,no
37,blue-collar,20000,married,secondary,yes,2870,yes,unknown,no
39,self-employed,60000,married,tertiary,yes,3201,no,unknown,no
37,management,100000,single,tertiary,no,7179,yes,unknown,no
27,technician,60000,single,tertiary,no,535,yes,unknown,no
47,housemaid,16000,married,primary,yes,389,no,unknown,no
59,unknown,0,single,secondary,yes,3237,no,unknown,no
27,blue-collar,20000,married,secondary,yes,379,yes,unknown,no
58,blue-collar,20000,married,primary,yes,9200,no,unknown,no
39,technician,60000,single,secondary,yes,1963,yes,unknown,no
36,self-employed,60000,married,secondary,yes,1245,yes,unknown,no
41,self-employed,60000,married,primary,yes,340,no,unknown,no
58,unknown,0,single,secondary,yes,311,no,unknown,no
40,entrepreneur,120000,married,tertiary,yes,1953,yes,unknown,no
52,housemaid,16000,married,primary,yes,0,no,unknown,no
60,management,100000,married,primary,yes,295,no,unknown,no
31,services,70000,married,secondary,yes,500,yes,unknown,no
54,self-employed,60000,divorced,tertiary,no,3952,no,unknown,no
39,admin.,50000,divorced,secondary,yes,2610,no,unknown,no
53,retired,55000,married,primary,yes,17,no,unknown,no
35,blue-collar,20000,single,secondary,yes,1017,no,unknown,no
36,technician,60000,married,secondary,yes,5521,no,unknown,no
40,admin.,50000,married,secondary,yes,3234,no,unknown,no
42,management,100000,divorced,tertiary,no,0,no,unknown,no
51,retired,55000,divorced,tertiary,no,126,no,unknown,no
32,admin.,50000,married,secondary,yes,-1272,yes,unknown,no
42,blue-collar,20000,married,primary,yes,480,yes,unknown,no
59,blue-collar,20000,married,secondary,yes,0,no,unknown,no
44,self-employed,60000,married,tertiary,yes,425,no,unknown,no
35,services,70000,married,secondary,yes,193,no,unknown,no
55,blue-collar,20000,married,unknown,no,7561,no,unknown,no
35,admin.,50000,single,tertiary,no,-162,yes,unknown,no
40,admin.,50000,married,secondary,yes,947,no,unknown,no
48,entrepreneur,120000,married,secondary,yes,4037,no,unknown,no
42,blue-collar,20000,married,secondary,yes,375,yes,unknown,no
39,entrepreneur,120000,married,secondary,yes,0,no,unknown,yes
37,housemaid,16000,single,secondary,yes,-178,yes,unknown,no
